FID,SHAPE,NAME,TYP_NUM,SE_SDO_ROWID,SE_ANNO_CAD_DATA
TRINKBRUNNENOGD.2255748,POINT (16.32592771593872 48.212913790547624),Trinkbrunnen,4,2255748,
TRINKBRUNNENOGD.2255749,POINT (16.47379576776317 48.23993838096623),Trinkbrunnen,4,2255749,
TRINKBRUNNENOGD.2255750,POINT (16.473719310932733 48.239967824396345),Trinkbrunnen,4,2255750,
TRINKBRUNNENOGD.2255751,POINT (16.473720828450936 48.23990717622222),Trinkbrunnen,4,2255751,
TRINKBRUNNENOGD.2255752,POINT (16.474217693776392 48.24066488215793),Trinkbrunnen,4,2255752,
TRINKBRUNNENOGD.2255753,POINT (16.338592684271447 48.19894233318957),Trinkbrunnen,4,2255753,
TRINKBRUNNENOGD.2255754,POINT (16.28585793847822 48.196447865800245),Trinkbrunnen mit Tränke,5,2255754,
TRINKBRUNNENOGD.2255755,POINT (16.358705862652414 48.209311284818995),Trinkbrunnen,4,2255755,
TRINKBRUNNENOGD.2255756,POINT (16.255753285098585 48.132140747328926),Trinkbrunnen mit Tränke,5,2255756,
TRINKBRUNNENOGD.2255757,POINT (16.460732050276995 48.153725344452894),Spielbrunnen,3,2255757,
TRINKBRUNNENOGD.2255758,POINT (16.28547756690336 48.19507448502919),Trinkbrunnen mit Tränke,5,2255758,
TRINKBRUNNENOGD.2255759,POINT (16.37234347585566 48.216741851144754),Trinkbrunnen,4,2255759,
TRINKBRUNNENOGD.2255760,POINT (16.270971582594353 48.19054573168268),Sprühnebeldusche,11,2255760,
TRINKBRUNNENOGD.2255761,POINT (16.27096185467547 48.19048818916224),Sprühnebeldusche,11,2255761,
TRINKBRUNNENOGD.2255762,POINT (16.27092740978689 48.19047967011113),Sprühnebeldusche,11,2255762,
TRINKBRUNNENOGD.2255763,POINT (16.32927090921508 48.21641760974688),Trinkbrunnen,4,2255763,
TRINKBRUNNENOGD.2255764,POINT (16.26112121711267 48.19554590250516),Trinkbrunnen mit Tränke,5,2255764,
TRINKBRUNNENOGD.2255765,POINT (16.289864628915332 48.180258281320505),Trinkbrunnen mit Tränke,5,2255765,
TRINKBRUNNENOGD.2255766,POINT (16.29105753422206 48.15922332472231),Trinkbrunnen mit Tränke,5,2255766,
TRINKBRUNNENOGD.2255767,POINT (16.443212656177668 48.263383362795466),Trinkbrunnen,4,2255767,
TRINKBRUNNENOGD.2255768,POINT (16.393672090815365 48.27355933847366),Grundwasserbrunnen,1,2255768,
TRINKBRUNNENOGD.2255769,POINT (16.393666531995926 48.273579341948654),Grundwasserbrunnen,1,2255769,
TRINKBRUNNENOGD.2255770,POINT (16.27439415162528 48.19737782517336),Sprühnebeldusche,11,2255770,
TRINKBRUNNENOGD.2255771,POINT (16.325954068146213 48.214947679505094),Sprühnebeldusche,11,2255771,
TRINKBRUNNENOGD.2255772,POINT (16.325978851271447 48.21492983557137),Sprühnebeldusche,11,2255772,
TRINKBRUNNENOGD.2255773,POINT (16.30616099053215 48.19798020920912),Spielbrunnen,3,2255773,
TRINKBRUNNENOGD.2255774,POINT (16.43197036207251 48.24715996453735),Spielbrunnen,3,2255774,
TRINKBRUNNENOGD.2255775,POINT (16.47428200568531 48.22268876434539),Wasserspielmöglichkeit,13,2255775,
TRINKBRUNNENOGD.2255776,POINT (16.39995516828005 48.25481422694573),Sprühnebeldusche,11,2255776,
TRINKBRUNNENOGD.2255777,POINT (16.277898862602772 48.139341000132966),Trinkbrunnen mit Tränke,5,2255777,
TRINKBRUNNENOGD.2255778,POINT (16.399944604040154 48.2548264167247),Sprühnebeldusche,11,2255778,
TRINKBRUNNENOGD.2255779,POINT (16.39992990775603 48.25483606733199),Sprühnebeldusche,11,2255779,
TRINKBRUNNENOGD.2255780,POINT (16.407876040730848 48.255090910945825),Sprühnebeldusche,11,2255780,
TRINKBRUNNENOGD.2255781,POINT (16.407865494252025 48.255089462434476),Sprühnebeldusche,11,2255781,
TRINKBRUNNENOGD.2255782,POINT (16.303073795917154 48.19545806900052),Sprühnebeldusche,11,2255782,
TRINKBRUNNENOGD.2255783,POINT (16.303077798249628 48.19543408517948),Sprühnebeldusche,11,2255783,
TRINKBRUNNENOGD.2255784,POINT (16.303082654846126 48.19540781732069),Sprühnebeldusche,11,2255784,
TRINKBRUNNENOGD.2255785,POINT (16.34491555868626 48.19952598704214),Sprühnebeldusche,11,2255785,
TRINKBRUNNENOGD.2255786,POINT (16.344921853352062 48.199496861973984),Sprühnebeldusche,11,2255786,
TRINKBRUNNENOGD.2255787,POINT (16.344918760464616 48.19951121001535),Sprühnebeldusche,11,2255787,
TRINKBRUNNENOGD.2255788,POINT (16.345568562245838 48.211020105462204),Sprühnebeldusche,11,2255788,
TRINKBRUNNENOGD.2255789,POINT (16.345535237293433 48.21100254804013),Sprühnebeldusche,11,2255789,
TRINKBRUNNENOGD.2255790,POINT (16.34555318117553 48.21101025645472),Sprühnebeldusche,11,2255790,
TRINKBRUNNENOGD.2255791,POINT (16.443090674946898 48.161142891801006),Bodenfontäne,12,2255791,
TRINKBRUNNENOGD.2255792,POINT (16.418368702280425 48.16663818825516),Trinkbrunnen,4,2255792,
TRINKBRUNNENOGD.2255793,POINT (16.289893092580076 48.15429516531487),Trinkbrunnen,4,2255793,
TRINKBRUNNENOGD.2255794,POINT (16.460515280730714 48.15377396052072),Bodenfontäne,12,2255794,
TRINKBRUNNENOGD.2255795,POINT (16.33519301407396 48.21344817010359),Bodenfontäne,12,2255795,
TRINKBRUNNENOGD.2255796,POINT (16.326081096839438 48.212942732524766),Bodenfontäne,12,2255796,
TRINKBRUNNENOGD.2255797,POINT (16.40031535783957 48.220548543054214),Bodenfontäne,12,2255797,
TRINKBRUNNENOGD.2255798,POINT (16.50249080451681 48.227719775097576),Bodenfontäne,12,2255798,
TRINKBRUNNENOGD.2255799,POINT (16.34254516088712 48.207553675553896),Bodenfontäne,12,2255799,
TRINKBRUNNENOGD.2255800,POINT (16.328400268733986 48.17284650982214),Wasserspielmöglichkeit,13,2255800,
TRINKBRUNNENOGD.2255801,POINT (16.441775181145402 48.1925819622387),Wasserspielmöglichkeit,13,2255801,
TRINKBRUNNENOGD.2255802,POINT (16.406494094918337 48.20393848032747),Wasserspielmöglichkeit,13,2255802,
TRINKBRUNNENOGD.2255803,POINT (16.4171339524484 48.1991811111726),Wasserspielmöglichkeit,13,2255803,
TRINKBRUNNENOGD.2255804,POINT (16.384920469377498 48.213219996361495),Wasserspielmöglichkeit,13,2255804,
TRINKBRUNNENOGD.2255805,POINT (16.405213669487637 48.216864087982664),Wasserspielmöglichkeit,13,2255805,
TRINKBRUNNENOGD.2255806,POINT (16.347129975800588 48.19248639616572),Wasserspielmöglichkeit,13,2255806,
TRINKBRUNNENOGD.2255807,POINT (16.355733123578208 48.20372431479678),Wasserspielmöglichkeit,13,2255807,
TRINKBRUNNENOGD.2255808,POINT (16.350353271035743 48.21268398371388),Spielbrunnen,3,2255808,
TRINKBRUNNENOGD.2255809,POINT (16.326990191635822 48.159027682135296),Wasserspielmöglichkeit,13,2255809,
TRINKBRUNNENOGD.2255810,POINT (16.378007570239568 48.24885988372031),Wasserspielmöglichkeit,13,2255810,
TRINKBRUNNENOGD.2255811,POINT (16.41718776358986 48.294659234034974),Wasserspielmöglichkeit,13,2255811,
TRINKBRUNNENOGD.2255812,POINT (16.38386286769582 48.269859696169625),Wasserspielmöglichkeit,13,2255812,
TRINKBRUNNENOGD.2255813,POINT (16.461205162758315 48.23413584979397),Wasserspielmöglichkeit,13,2255813,
TRINKBRUNNENOGD.2255814,POINT (16.44151331534793 48.24520912762996),Wasserspielmöglichkeit,13,2255814,
TRINKBRUNNENOGD.2255815,POINT (16.477677861675158 48.253782845360305),Wasserspielmöglichkeit,13,2255815,
TRINKBRUNNENOGD.2255816,POINT (16.475535283731116 48.21245639956187),Wasserspielmöglichkeit,13,2255816,
TRINKBRUNNENOGD.2255817,POINT (16.49045297743501 48.21452561230747),Wasserspielmöglichkeit,13,2255817,
TRINKBRUNNENOGD.2255818,POINT (16.308030724038847 48.168947805267415),Trinkbrunnen mit Tränke,5,2255818,
TRINKBRUNNENOGD.2255819,POINT (16.407277993149464 48.25526705628379),Sprühnebeldusche,11,2255819,
TRINKBRUNNENOGD.2255820,POINT (16.30596832467564 48.19831536100818),Bodenfontäne,12,2255820,
TRINKBRUNNENOGD.2255821,POINT (16.305984453158295 48.19843277282971),Sprühnebeldusche,11,2255821,
TRINKBRUNNENOGD.2255822,POINT (16.30600395234443 48.198429302955155),Sprühnebeldusche,11,2255822,
TRINKBRUNNENOGD.2255823,POINT (16.306023612950952 48.19842583222027),Sprühnebeldusche,11,2255823,
TRINKBRUNNENOGD.2255824,POINT (16.366689142474836 48.25352940475963),Sprühnebeldusche,11,2255824,
TRINKBRUNNENOGD.2255825,POINT (16.460159102725846 48.15341736503969),Spielbrunnen,3,2255825,
TRINKBRUNNENOGD.2255826,POINT (16.4622270623082 48.15337501572838),Spielbrunnen,3,2255826,
TRINKBRUNNENOGD.2255827,POINT (16.475835953977164 48.15943387201676),Trinkbrunnen,4,2255827,
TRINKBRUNNENOGD.2255828,POINT (16.315397839797495 48.206304734668876),Sprühnebeldusche,11,2255828,
TRINKBRUNNENOGD.2255829,POINT (16.33239167799652 48.17644061056489),Trinkbrunnen mit Tränke,5,2255829,
TRINKBRUNNENOGD.2255830,POINT (16.413585836541206 48.22513877168609),Wasserspielmöglichkeit,13,2255830,
TRINKBRUNNENOGD.2255831,POINT (16.369819551685943 48.19999763168824),Sprühnebeldusche,11,2255831,
TRINKBRUNNENOGD.2255832,POINT (16.335565707636636 48.21333306932209),Sprühnebeldusche,11,2255832,
TRINKBRUNNENOGD.2255833,POINT (16.475789394420364 48.21243309371587),Sprühnebeldusche,11,2255833,
TRINKBRUNNENOGD.2255834,POINT (16.49079380539098 48.22576966700867),Sprühnebeldusche,11,2255834,
TRINKBRUNNENOGD.2255835,POINT (16.488618790676046 48.212132002785204),Sprühnebeldusche,11,2255835,
TRINKBRUNNENOGD.2255836,POINT (16.368158479359835 48.17520751556616),Sprühnebeldusche,11,2255836,
TRINKBRUNNENOGD.2255837,POINT (16.41014600458498 48.232027073401575),Sprühnebeldusche,11,2255837,
TRINKBRUNNENOGD.2255838,POINT (16.3858220372078 48.225066515717295),Trinkbrunnen,4,2255838,
TRINKBRUNNENOGD.2255839,POINT (16.409361424789 48.23196685470598),Sprühnebeldusche,11,2255839,
TRINKBRUNNENOGD.2255840,POINT (16.33914214504228 48.18947935574323),Sprühnebeldusche,11,2255840,
TRINKBRUNNENOGD.2255415,POINT (16.31430838354078 48.20642668977691),Trinkbrunnen,4,2255415,
TRINKBRUNNENOGD.2255416,POINT (16.315168224538603 48.206382817158435),Trinkbrunnen,4,2255416,
TRINKBRUNNENOGD.2255417,POINT (16.35968185131459 48.21593484764715),Trinkbrunnen mit Tränke,5,2255417,
TRINKBRUNNENOGD.2255418,POINT (16.48884522797454 48.21273540695249),Trinkbrunnen,4,2255418,
TRINKBRUNNENOGD.2255419,POINT (16.451621439334016 48.22425198842918),Trinkbrunnen,4,2255419,
TRINKBRUNNENOGD.2255420,POINT (16.33560219333512 48.213298933961184),Trinkbrunnen,4,2255420,
TRINKBRUNNENOGD.2255421,POINT (16.335161300590748 48.213634620700574),Trinkbrunnen,4,2255421,
TRINKBRUNNENOGD.2255422,POINT (16.334961590322802 48.2135649043659),Trinkbrunnen,4,2255422,
TRINKBRUNNENOGD.2255423,POINT (16.325824216659576 48.244692913289825),Trinkbrunnen,4,2255423,
TRINKBRUNNENOGD.2255424,POINT (16.316931808887176 48.22136214224033),Trinkbrunnen,4,2255424,
TRINKBRUNNENOGD.2255425,POINT (16.3135108086204 48.20011878719967),Trinkbrunnen mit Tränke,5,2255425,
TRINKBRUNNENOGD.2255426,POINT (16.352041121777685 48.1694539217845),Spielbrunnen,3,2255426,
TRINKBRUNNENOGD.2255427,POINT (16.352072508504016 48.16940079592525),Trinkbrunnen,4,2255427,
TRINKBRUNNENOGD.2255428,POINT (16.352192240345254 48.20267666909867),Spielbrunnen,3,2255428,
TRINKBRUNNENOGD.2255429,POINT (16.34651662537697 48.20456896985916),Trinkbrunnen mit Tränke,5,2255429,
TRINKBRUNNENOGD.2255430,POINT (16.338537465978884 48.20143190934512),Trinkbrunnen,4,2255430,
TRINKBRUNNENOGD.2255431,POINT (16.340669316611365 48.20762116908671),Trinkbrunnen,4,2255431,
TRINKBRUNNENOGD.2255432,POINT (16.34734251692243 48.19890140633391),Trinkbrunnen,4,2255432,
TRINKBRUNNENOGD.2255433,POINT (16.345355048208393 48.20884383436387),Trinkbrunnen,4,2255433,
TRINKBRUNNENOGD.2255434,POINT (16.358717652963648 48.22346711121396),Trinkbrunnen mit Tränke,5,2255434,
TRINKBRUNNENOGD.2255435,POINT (16.352692580948297 48.22982610266233),Spielbrunnen,3,2255435,
TRINKBRUNNENOGD.2255436,POINT (16.352529886449794 48.22973063992996),Trinkbrunnen,4,2255436,
TRINKBRUNNENOGD.2255437,POINT (16.415173852108506 48.29143989107667),Trinkbrunnen,4,2255437,
TRINKBRUNNENOGD.2255438,POINT (16.319385449348754 48.15877303208388),Trinkbrunnen,4,2255438,
TRINKBRUNNENOGD.2255439,POINT (16.42166658675629 48.28014495541876),Trinkbrunnen mit Tränke,5,2255439,
TRINKBRUNNENOGD.2255440,POINT (16.448784917733278 48.269258533421834),Trinkbrunnen,4,2255440,
TRINKBRUNNENOGD.2255441,POINT (16.450035994470838 48.2704241085857),Trinkbrunnen,4,2255441,
TRINKBRUNNENOGD.2255442,POINT (16.454875076039627 48.270198803796426),Trinkbrunnen,4,2255442,
TRINKBRUNNENOGD.2255443,POINT (16.41244481764952 48.27750644263392),Trinkbrunnen mit Tränke,5,2255443,
TRINKBRUNNENOGD.2255444,POINT (16.53478512951039 48.22926855982634),Trinkbrunnen mit Tränke,5,2255444,
TRINKBRUNNENOGD.2255445,POINT (16.38915817423282 48.29537876395968),Trinkbrunnen,4,2255445,
TRINKBRUNNENOGD.2255446,POINT (16.318517762850966 48.24555474305313),Trinkbrunnen mit Tränke,5,2255446,
TRINKBRUNNENOGD.2255447,POINT (16.312912469484917 48.24999306565297),Trinkbrunnen mit Tränke,5,2255447,
TRINKBRUNNENOGD.2255448,POINT (16.3577219057739 48.24327090638858),Trinkbrunnen mit Tränke,5,2255448,
TRINKBRUNNENOGD.2255449,POINT (16.34401911340372 48.24561825531456),Trinkbrunnen,4,2255449,
TRINKBRUNNENOGD.2255450,POINT (16.341396268406868 48.25340353960006),Trinkbrunnen mit Tränke,5,2255450,
TRINKBRUNNENOGD.2255451,POINT (16.337211061842414 48.25068239325032),Trinkbrunnen,4,2255451,
TRINKBRUNNENOGD.2255452,POINT (16.320503611473427 48.24101519135827),Trinkbrunnen mit Tränke,5,2255452,
TRINKBRUNNENOGD.2255453,POINT (16.40585810282882 48.20490007913677),Trinkbrunnen mit Tränke,5,2255453,
TRINKBRUNNENOGD.2255454,POINT (16.40586832950837 48.20616810771754),Trinkbrunnen,4,2255454,
TRINKBRUNNENOGD.2255455,POINT (16.3621081614738 48.25662264806547),Trinkbrunnen mit Tränke,5,2255455,
TRINKBRUNNENOGD.2255456,POINT (16.353336048311327 48.25835730621713),Trinkbrunnen mit Tränke,5,2255456,
TRINKBRUNNENOGD.2255457,POINT (16.366715771245584 48.253918542007916),Trinkbrunnen,4,2255457,
TRINKBRUNNENOGD.2255458,POINT (16.40755714609697 48.25523423000769),Trinkbrunnen,4,2255458,
TRINKBRUNNENOGD.2255459,POINT (16.407436151999526 48.25531228647343),Spielbrunnen,3,2255459,
TRINKBRUNNENOGD.2255460,POINT (16.39935948031539 48.26154427339184),Trinkbrunnen,4,2255460,
TRINKBRUNNENOGD.2255461,POINT (16.309029711541303 48.24088513265243),Spielbrunnen,3,2255461,
TRINKBRUNNENOGD.2255462,POINT (16.342633757619602 48.22079843675031),Trinkbrunnen mit Tränke,5,2255462,
TRINKBRUNNENOGD.2255463,POINT (16.331391501200024 48.23463473453673),Trinkbrunnen mit Tränke,5,2255463,
TRINKBRUNNENOGD.2255464,POINT (16.33370405341625 48.23423106861998),Trinkbrunnen,4,2255464,
TRINKBRUNNENOGD.2255465,POINT (16.336477867211883 48.2346850828464),Trinkbrunnen mit Tränke,5,2255465,
TRINKBRUNNENOGD.2255466,POINT (16.334288934796575 48.23616860472689),Trinkbrunnen,4,2255466,
TRINKBRUNNENOGD.2255467,POINT (16.402605871140835 48.25088153583523),Trinkbrunnen,4,2255467,
TRINKBRUNNENOGD.2255468,POINT (16.40100893913449 48.213142785758606),Trinkbrunnen,4,2255468,
TRINKBRUNNENOGD.2255469,POINT (16.33091876780269 48.21728124193017),Spielbrunnen,3,2255469,
TRINKBRUNNENOGD.2255470,POINT (16.32211463462873 48.218751302053015),Trinkbrunnen mit Tränke,5,2255470,
TRINKBRUNNENOGD.2255471,POINT (16.42160616809049 48.25444146603408),Trinkbrunnen mit Tränke,5,2255471,
TRINKBRUNNENOGD.2255472,POINT (16.33180496841788 48.210643377995076),Trinkbrunnen,4,2255472,
TRINKBRUNNENOGD.2255473,POINT (16.286062928235136 48.20792300376839),Trinkbrunnen mit Tränke,5,2255473,
TRINKBRUNNENOGD.2255474,POINT (16.33283352275059 48.213577827634374),Trinkbrunnen,4,2255474,
TRINKBRUNNENOGD.2255475,POINT (16.33411909534766 48.20599014751166),Trinkbrunnen mit Tränke,5,2255475,
TRINKBRUNNENOGD.2255476,POINT (16.33416864499399 48.20573220292849),Trinkbrunnen,4,2255476,
TRINKBRUNNENOGD.2255477,POINT (16.333424192797544 48.20877468366787),Trinkbrunnen,4,2255477,
TRINKBRUNNENOGD.2255478,POINT (16.44169317288326 48.19256944882477),Trinkbrunnen,4,2255478,
TRINKBRUNNENOGD.2255479,POINT (16.318380781939727 48.188888897458035),Trinkbrunnen mit Tränke,5,2255479,
TRINKBRUNNENOGD.2255480,POINT (16.477001403581397 48.21357979140573),Spielbrunnen,3,2255480,
TRINKBRUNNENOGD.2255481,POINT (16.476697447688494 48.2141651602812),Trinkbrunnen,4,2255481,
TRINKBRUNNENOGD.2255482,POINT (16.309656268059758 48.21271516548821),Trinkbrunnen mit Tränke,5,2255482,
TRINKBRUNNENOGD.2255483,POINT (16.309348497681906 48.21276681507173),Trinkbrunnen mit Tränke,5,2255483,
TRINKBRUNNENOGD.2255484,POINT (16.313151185963704 48.20916947936955),Trinkbrunnen mit Tränke,5,2255484,
TRINKBRUNNENOGD.2255485,POINT (16.312575353074504 48.2156216428269),Trinkbrunnen,4,2255485,
TRINKBRUNNENOGD.2255486,POINT (16.307549170998406 48.21583356578216),Trinkbrunnen mit Tränke,5,2255486,
TRINKBRUNNENOGD.2255487,POINT (16.372735379757646 48.23544292401876),Trinkbrunnen mit Tränke,5,2255487,
TRINKBRUNNENOGD.2255488,POINT (16.325844295614925 48.18704278440116),Trinkbrunnen,4,2255488,
TRINKBRUNNENOGD.2255489,POINT (16.363290340623728 48.19642763749578),Trinkbrunnen mit Tränke,5,2255489,
TRINKBRUNNENOGD.2255490,POINT (16.345730370957934 48.20057695651733),Trinkbrunnen mit Tränke,5,2255490,
TRINKBRUNNENOGD.2255491,POINT (16.398349187221637 48.14690387894224),Trinkbrunnen,4,2255491,
TRINKBRUNNENOGD.2255492,POINT (16.400894856560342 48.14799099860188),Trinkbrunnen mit Tränke,5,2255492,
TRINKBRUNNENOGD.2255493,POINT (16.399007677250395 48.150261822828135),Trinkbrunnen mit Tränke,5,2255493,
TRINKBRUNNENOGD.2255494,POINT (16.399008591591734 48.1508629100463),Trinkbrunnen mit Tränke,5,2255494,
TRINKBRUNNENOGD.2255495,POINT (16.401462049523477 48.150620944660965),Trinkbrunnen mit Tränke,5,2255495,
TRINKBRUNNENOGD.2255496,POINT (16.406878999744364 48.145583681707755),Trinkbrunnen mit Tränke,5,2255496,
TRINKBRUNNENOGD.2255497,POINT (16.40563340145877 48.148388597302365),Spielbrunnen,3,2255497,
TRINKBRUNNENOGD.2255498,POINT (16.32609461035144 48.18868276739848),Trinkbrunnen mit Tränke,5,2255498,
TRINKBRUNNENOGD.2255499,POINT (16.337647645850307 48.19352535849126),Trinkbrunnen,4,2255499,
TRINKBRUNNENOGD.2255500,POINT (16.313045374049388 48.22031707780411),Trinkbrunnen,4,2255500,
TRINKBRUNNENOGD.2255501,POINT (16.319241672662304 48.21041040605515),Trinkbrunnen,4,2255501,
TRINKBRUNNENOGD.2255502,POINT (16.31542619209762 48.20414973468967),Trinkbrunnen,4,2255502,
TRINKBRUNNENOGD.2255503,POINT (16.52611002917211 48.214520519964765),Trinkbrunnen mit Tränke,5,2255503,
TRINKBRUNNENOGD.2255504,POINT (16.287514022508272 48.16783178542155),Trinkbrunnen,4,2255504,
TRINKBRUNNENOGD.2255505,POINT (16.44161981243166 48.15609708203148),Trinkbrunnen mit Tränke,5,2255505,
TRINKBRUNNENOGD.2255506,POINT (16.479982210288576 48.24160186129387),Trinkbrunnen mit Tränke,5,2255506,
TRINKBRUNNENOGD.2255507,POINT (16.30597129408828 48.19835331593998),Trinkbrunnen,4,2255507,
TRINKBRUNNENOGD.2255508,POINT (16.31526090778298 48.19129027940202),Trinkbrunnen mit Tränke,5,2255508,
TRINKBRUNNENOGD.2255509,POINT (16.392180676705753 48.263058997158815),Trinkbrunnen mit Tränke,5,2255509,
TRINKBRUNNENOGD.2255510,POINT (16.29197041107193 48.16336902648914),Trinkbrunnen,4,2255510,
TRINKBRUNNENOGD.2255511,POINT (16.40565413516475 48.27655287594906),Trinkbrunnen mit Tränke,5,2255511,
TRINKBRUNNENOGD.2255512,POINT (16.405801776885607 48.27699034110193),Spielbrunnen,3,2255512,
TRINKBRUNNENOGD.2255513,POINT (16.390208048510363 48.23598359967388),Trinkbrunnen,4,2255513,
TRINKBRUNNENOGD.2255514,POINT (16.343982224527327 48.213944812280104),Trinkbrunnen,4,2255514,
TRINKBRUNNENOGD.2255515,POINT (16.394068171644314 48.218941453503554),Trinkbrunnen mit Tränke,5,2255515,
TRINKBRUNNENOGD.2255516,POINT (16.39612331555208 48.21913709526107),Spielbrunnen,3,2255516,
TRINKBRUNNENOGD.2255517,POINT (16.396193927125182 48.2197236184557),Trinkbrunnen,4,2255517,
TRINKBRUNNENOGD.2255518,POINT (16.424770790951904 48.157404924133225),Trinkbrunnen mit Tränke,5,2255518,
TRINKBRUNNENOGD.2255519,POINT (16.42453766533924 48.15766568094723),Spielbrunnen,3,2255519,
TRINKBRUNNENOGD.2255520,POINT (16.390508497197015 48.14247848173332),Trinkbrunnen mit Tränke,5,2255520,
TRINKBRUNNENOGD.2255521,POINT (16.414640005141408 48.21478818683108),Trinkbrunnen mit Tränke,5,2255521,
TRINKBRUNNENOGD.2255522,POINT (16.309327459542782 48.24122493827155),Trinkbrunnen,4,2255522,
TRINKBRUNNENOGD.2255523,POINT (16.388464880630284 48.257167556224765),Trinkbrunnen mit Tränke,5,2255523,
TRINKBRUNNENOGD.2255524,POINT (16.337890145030475 48.20067483848918),Trinkbrunnen mit Tränke,5,2255524,
TRINKBRUNNENOGD.2255525,POINT (16.3672706060957 48.22338752677648),Trinkbrunnen mit Tränke,5,2255525,
TRINKBRUNNENOGD.2255526,POINT (16.367533527464563 48.22365892387996),Trinkbrunnen mit Tränke,5,2255526,
TRINKBRUNNENOGD.2255527,POINT (16.351222305650726 48.207468022896045),Trinkbrunnen,4,2255527,
TRINKBRUNNENOGD.2255528,POINT (16.34295619442216 48.20752581607172),Trinkbrunnen,4,2255528,
TRINKBRUNNENOGD.2255529,POINT (16.31691788670236 48.18875437953504),Trinkbrunnen mit Tränke,5,2255529,
TRINKBRUNNENOGD.2255530,POINT (16.31786062900571 48.18889510763932),Spielbrunnen,3,2255530,
TRINKBRUNNENOGD.2255531,POINT (16.318876386541252 48.18885583998572),Trinkbrunnen mit Tränke,5,2255531,
TRINKBRUNNENOGD.2255532,POINT (16.26838061887302 48.182373980380106),Trinkbrunnen mit Tränke,5,2255532,
TRINKBRUNNENOGD.2255533,POINT (16.339601331213107 48.25705447799034),Trinkbrunnen mit Tränke,5,2255533,
TRINKBRUNNENOGD.2255534,POINT (16.335829568375452 48.228298890344355),Trinkbrunnen mit Tränke,5,2255534,
TRINKBRUNNENOGD.2255535,POINT (16.34778571525232 48.24968561879803),Trinkbrunnen,4,2255535,
TRINKBRUNNENOGD.2255536,POINT (16.257544281189773 48.16599481216551),Trinkbrunnen,4,2255536,
TRINKBRUNNENOGD.2255537,POINT (16.403326073264754 48.187725529964375),Trinkbrunnen,4,2255537,
TRINKBRUNNENOGD.2255538,POINT (16.34602579730883 48.22373728973894),Trinkbrunnen,4,2255538,
TRINKBRUNNENOGD.2255539,POINT (16.38891782156359 48.202449934140894),Trinkbrunnen,4,2255539,
TRINKBRUNNENOGD.2255540,POINT (16.30471764677021 48.21412584387312),Trinkbrunnen mit Tränke,5,2255540,
TRINKBRUNNENOGD.2255541,POINT (16.387390998740536 48.26261679673407),Trinkbrunnen,4,2255541,
TRINKBRUNNENOGD.2255542,POINT (16.47554081714647 48.212476904578786),Trinkbrunnen,4,2255542,
TRINKBRUNNENOGD.2255543,POINT (16.49121762591877 48.22602247040148),Trinkbrunnen mit Tränke,5,2255543,
TRINKBRUNNENOGD.2255544,POINT (16.48214315375144 48.217371160974814),Trinkbrunnen mit Tränke,5,2255544,
TRINKBRUNNENOGD.2255545,POINT (16.490855180155414 48.27778965023154),Trinkbrunnen mit Tränke,5,2255545,
TRINKBRUNNENOGD.2255546,POINT (16.476994862653143 48.21883806899425),Trinkbrunnen mit Tränke,5,2255546,
TRINKBRUNNENOGD.2255547,POINT (16.47239255349821 48.24602927500942),Trinkbrunnen mit Tränke,5,2255547,
TRINKBRUNNENOGD.2255548,POINT (16.49053273333314 48.21453868028378),Trinkbrunnen mit Tränke,5,2255548,
TRINKBRUNNENOGD.2255549,POINT (16.484541781131398 48.22126923522003),Trinkbrunnen,4,2255549,
TRINKBRUNNENOGD.2255550,POINT (16.524486856788624 48.21312463675726),Trinkbrunnen mit Tränke,5,2255550,
TRINKBRUNNENOGD.2255551,POINT (16.524694367626815 48.2131830636819),Spielbrunnen,3,2255551,
TRINKBRUNNENOGD.2255552,POINT (16.5252660404385 48.21795284617047),Trinkbrunnen mit Tränke,5,2255552,
TRINKBRUNNENOGD.2255553,POINT (16.47531825859545 48.21416463489423),Trinkbrunnen,4,2255553,
TRINKBRUNNENOGD.2255554,POINT (16.445088193609795 48.271660893390845),Spielbrunnen,3,2255554,
TRINKBRUNNENOGD.2255555,POINT (16.42038356770554 48.29740681508159),Trinkbrunnen mit Tränke,5,2255555,
TRINKBRUNNENOGD.2255556,POINT (16.416684621127096 48.29471714869519),Trinkbrunnen,4,2255556,
TRINKBRUNNENOGD.2255557,POINT (16.417223294463177 48.29463524781129),Trinkbrunnen,4,2255557,
TRINKBRUNNENOGD.2255558,POINT (16.423602023336144 48.2590639046206),Trinkbrunnen,4,2255558,
TRINKBRUNNENOGD.2255559,POINT (16.394305226661558 48.21945354797626),Trinkbrunnen mit Tränke,5,2255559,
TRINKBRUNNENOGD.2255560,POINT (16.442711057024685 48.253182903449655),Trinkbrunnen,4,2255560,
TRINKBRUNNENOGD.2255561,POINT (16.338470581400806 48.20200913580678),Spielbrunnen,3,2255561,
TRINKBRUNNENOGD.2255562,POINT (16.337598908927145 48.24478735596644),Spielbrunnen,3,2255562,
TRINKBRUNNENOGD.2255563,POINT (16.404142680925883 48.14562333548431),Trinkbrunnen mit Tränke,5,2255563,
TRINKBRUNNENOGD.2255564,POINT (16.401488012601817 48.14681852444355),Trinkbrunnen mit Tränke,5,2255564,
